RecordID|Autor|Titel|Aufl.|Jahr|ISBN|SPRACHE|Fach|Signatur|URL
001385213|Abels, Heinz|Einführung in die Soziologie|3. Auflage|2007|978-3-531-90594-5|ger|cofz , text , lb06  BSO ,|MQ 1200 A141-1|http://dx.doi.org/10.1007/978-3-531-90594-5
001386041|Abels, Heinz|Einführung in die Soziologie|3. Auflage|2007|978-3-531-90595-2|ger|cofz , text , lb06  BSO ,|MQ 1200 A141-2|http://dx.doi.org/10.1007/978-3-531-90595-2
001619567|Adams, Gabriele|Mathematik zum Studieneinstieg|6., korr. Aufl. 2013|2013|978-364-24005-6-8|ger|cofz , text , lb11  BSO ,|SK 110 A213(6)|http://dx.doi.org/10.1007/978-3-642-40056-8
001682313|Aguinis, Herman|Performance management|3. ed., international ed.|2013|978-0-13-297435-6|eng|cofz , text , lb08  BSO ,|QP 415 A283(3e)|http://www.myilibrary.com?id=527058
001497755|Akremi, Leila|Datenanalyse mit SPSS für Fortgeschrittene 1|3., überarb. und erw. Aufl.|2011|978-3-531-93041-1|ger|cofz , text , lb06  BSO ,|MR 2200 F932-1(3)|http://dx.doi.org/10.1007/978-3-531-93041-1
001700048|Albrecht, Peter|Grundprinzipien der Finanz- und Versicherungsmathematik||2007|978-3-7910-2632-9|ger|cofz , text , lb11  BSO ,|SK 980 A341 G889|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10556022
001700044|Albrecht, Peter|Investment- und Risikomanagement|3., überarb. und erw. Aufl.|2008|978-3-7910-2827-9|ger|cofz , text , lb08  BSO ,|QK 530 A341|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10773092
001599035|Ambrosius, Gerold|Staat und Wirtschaft im 20. Jahrhundert||1990|978-3-486-70177-7|ger|cofz , text , lb34  BSO ,|NB 2000 A496|http://dx.doi.org/10.1524/9783486701777
001384857|Amelang, Manfred|Psychologische Diagnostik und Intervention|4., vollstäNdig überarbeitete und erweiterte Auflage|2006|978-3-540-28507-6|ger|cofz , text , lb03  BSO ,|CS 1000 A498(4)|http://dx.doi.org/10.1007/3-540-28507-5
001600530|Ammon, Ulrich|Die deutsche Sprache in Deutschland, Österreich und der Schweiz||1995|3-11-014753-X|ger|cofz , text , lb29  BSO ,|GD 1025 A521|http://www.degruyter.com/viewbooktoc/product/45777
001383856|Andermann, Ulrich|Duden - Wie verfasst man wissenschaftliche Arbeiten?|3., völlig neu erarb. Aufl.|2006|3-411-05113-2|ger|cofz , text , lb01  BSO ,|AK 39540 A543|http://ebooks.ciando.com/book/index.cfm/bok%5Fid/7519
001527081|Angrist, Joshua David|Mostly harmless econometrics||2009|978-0-691-12035-5|eng|cofz , text , lb08  BSO ,|QH 300 A593|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10392647
001526221|Arens, Peter|Zivilprozessrecht|10., neu bearb. Aufl./ von Wolfgang Lüke|2011||ger|cofz , text , lb09  BSO ,|PG 455 A681(10)|http://ebibliothek.beck.de/Default.aspx?vpath=bibdata/komm/LueHdbZPO%5F10/cont/LueHdbZPO.htm
001589805|Asendorpf, Jens|Psychologie der Persönlichkeit|5., vollst. überarb. Aufl. 2012|2012|978-3-642-30264-0|ger|cofz , text , lb03  BSO ,|CR 1000 A816(5)|http://dx.doi.org/10.1007/978-3-642-30264-0
001700046|Ax, Rolf|Abgabenordnung und Finanzgerichtsordnung|20. aktualisierte Aufl.|2010|978-3-7910-2999-3|ger|cofz , text , lb09  BSO ,|PP 3354 A968(20)|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10773074
001366255|Baltagi, Badi H.|Econometrics|Fourth Edition|2008|978-3-540-76516-5|eng|cofz , text , lb08  BSO ,|QH 310 B197|http://dx.doi.org/10.1007/978-3-540-76516-5
001578670|Barner, Martin|Analysis|3., durchges. Aufl.|1996|3-11-015034-4|ger|cofz , text , cofz , text , lb11  BSO ,|SK 400 B259-2(3)|http://www.degruyter.com/viewbooktoc/product/4026
001578669|Barner, Martin|Analysis|5., durchges. Aufl.|2000|3-11-016778-6|ger|cofz , text , cofz , text , lb11  BSO ,|SK 400 B259-1(5)|http://www.degruyter.com/viewbooktoc/product/48496
001703601|Barro, Robert J.|Economic growth|2. ed.|2003|0-262-02553-1|eng|cofz , text , lb08  BSO ,|QC 340 B277(2)|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10225267
001541758|Bauer, Hans H.|Erlebniskommunikation||2012|978-3-642-21133-1|ger|cofz , text , lb08  BSO ,|QP 621 B344|http://dx.doi.org/10.1007/978-3-642-21133-1
001347456|Bauer, Hans H.|Marketing Performance||2006|978-3-8349-0664-9|ger|cofz , text , lb08  BSO ,|QP 611 B344|http://dx.doi.org/10.1007/978-3-8349-0664-9
001600335|Bauer, Heinz|Wahrscheinlichkeitstheorie|5., durchges. und verb. Aufl.|2002|3-11-017236-4|ger|cofz , text , lb11  BSO ,|SK 800 B344|http://www.degruyter.com/viewbooktoc/product/119350
001526130|Baur, Jürgen F.|Sachenrecht|18., neu bearb. Aufl.|2009||ger|cofz , text , lb09  BSO ,|PD 6206 B344|http://ebibliothek.beck.de/?vpath=bibdata/komm/BaStSaHdbBGB%5F18/cont/BaStSaHdbBGB.htm
001600531|Benda, Ernst|Handbuch des Verfassungsrechts der Bundesrepublik Deutschland|2., neubearb. und erw. Aufl.|2012|3-11-012279-0|ger|cofz , text , lb09  BSO ,|PL 375 B458(2)|http://www.degruyter.com/viewbooktoc/product/1540
001599402|Berg, Dieter|Deutschland und seine Nachbarn 1200 - 1500||1997|978-3-486-70210-1|ger|cofz , text , lb34  BSO ,|NB 1600 B493|http://dx.doi.org/10.1524/9783486702101
001621707|Berschin, Helmut|Die spanische Sprache|4., überarb. Aufl.|2012|978-3-487-12814-6|ger|cofz , text , lb30  BSO ,|IM 1650 B535|http://ub-mannheim.ciando.com/shop/book/short/index.cfm/fuseaction/short/bok%5Fid/337210
001507483|Bester, Helmut|Theorie der Industrieökonomik||2010|978-3-642-12270-5|ger|cofz , text , lb08  BSO ,|QR 200 B561|http://dx.doi.org/10.1007/978-3-642-12270-5
001635818|Birbaumer, Niels|Biologische Psychologie|7., überarbeitete und ergänzte Auflage|2010|978-354-09593-8-0|ger|cofz , text , lb03  BSO ,|CZ 1000 B617(7)|http://dx.doi.org/10.1007/978-3-540-95938-0
001505258|Bleicken, Jochen|Geschichte der römischen Republik|6. Aufl.|2004|978-3-486-70125-8|ger|cofz , text , lb34  BSO ,|NB 1400 G389|http://dx.doi.org/10.1524/9783486701258
001555593|Bork, Reinhard|Allgemeiner Teil des Bürgerlichen Gesetzbuchs|3., neubearb. Aufl.|2011|978-3-16-150527-0|ger|cofz , text , lb09  BSO ,|PD 3006 B734(3)|http://www.myilibrary.com?id=351544
001384937|Bortz, Jürgen|Forschungsmethoden und Evaluation|4., überarbeitete Auflage|2006|978-3-540-33306-7|ger|cofz , text , lb06  BSO ,|MR 2000 B739(4)|http://dx.doi.org/10.1007/978-3-540-33306-7
001384800|Bortz, Jürgen|Statistik für Human- und Sozialwissenschaftler|Sechste, vollständig überarbeitete und aktualisierte Auflage|2005|978-3-540-26430-9|ger|cofz , text , lb11  BSO ,|SK 850 B739 S797|http://dx.doi.org/10.1007/b137571
001700174|Bosch, Edgar|Praktische Einführung in das verwaltungsgerichtliche Verfahren|9., erw. und überarb. Aufl.|2011|978-3-17-021843-7|ger|cofz , text , lb09  BSO ,|PN 945 B742(9)|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10821563
001599312|Boshof, Egon|Königtum und Königsherrschaft im 10. und 11. Jahrhundert|3., aktualisierte und um einen Nachtrag erw. Aufl.|2010|978-3-486-70272-9|ger|cofz , text , lb34  BSO ,|NB 1600 B743|http://dx.doi.org/10.1524/9783486702729
001552151|Bourier, Günther|Beschreibende Statistik|10., aktualisierte Auflage|2012|978-3-8349-3885-5|ger|cofz , text , lb11  BSO ,|SK 840 B774(10)|http://dx.doi.org/10.1007/978-3-8349-3885-5
001497794|Bourier, Günther|Wahrscheinlichkeitsrechnung und schließende Statistik|7|2011|978-3-8349-6555-4|ger|cofz , text , lb11  BSO ,|SK 800 B774(7)|http://dx.doi.org/10.1007/978-3-8349-6555-4
001555587|Braun, Johann|Einführung in die Rechtswissenschaft|4. Aufl.|2011|978-3-16-150770-0|ger|cofz , text , lb09  BSO ,|PC 2700 B825(4)|http://www.myilibrary.com?id=351556
001610662|Breyer, Friedrich|Gesundheitsökonomik|6., vollst. erw. u. überarb. Aufl. 2013|2013|978-3-642-30894-9|ger|cofz , text , lb08  BSO ,|QX 700 B848(6)|http://dx.doi.org/10.1007/978-3-642-30894-9
001616787|Brink, Alfred|Anfertigung wissenschaftlicher Arbeiten|5., überarbeitete und aktualisierte Aufl. 2013|2013|978-3-658-02511-3|ger|cofz , text , lb01  BSO ,|AK 39540 B858(5)|http://dx.doi.org/10.1007/978-3-658-02511-3
001526230|Brox, Hans|Handelsrecht|21., neu bearb. Aufl.|2011||ger|cofz , text , lb09  BSO ,|PE 345 B885(21)|http://ebibliothek.beck.de/?vpath=/bibdata/komm/BrHeHdbHGB%5F21/cont/BrHeHdbHGB.htm
001555131|Bruhn, Manfred|Marketing|11., überarb. Aufl. 2012|2012|978-3-8349-3855-8|ger|cofz , text , lb08  BSO ,|QP 600 B892(11)|http://dx.doi.org/10.1007/978-3-8349-3855-8
001700186|Bryant, Jennings|Media effects|3. ed.|2009|978-0-8058-6449-6|eng|cofz , text , lb25  BSO ,|AP 16800 B915|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10274244
001700176|Brüggemeier, Franz-Josef|Geschichte Großbritanniens im 20. Jahrhundert||2010|978-3-406-60176-7|ger|cofz , text , lb34  BSO ,|NB 2000 B889|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10601875
001526192|Burgi, Martin|Kommunalrecht|3. Aufl.|2010||ger|cofz , text , lb09  BSO ,|PN 315 B956|http://ebibliothek.beck.de/Default.aspx?vpath=bibdata/komm/BurHdbKomm%5F3/cont/BurHdbKomm.htm
001586107|Burgi, Martin|Kommunalrecht|4. Aufl.|2012||ger|cofz , text , lb09  BSO ,|PN 315 B956(4)|http://ebibliothek.beck.de/?vpath=bibdata/komm/BurHdbKomm%5F4/cont/BurHdbKomm.htm
001699254|Busam, Rolf|Prüfungstrainer lineare Algebra||2009|978-3-8274-1976-7|ger|cofz , text , lb11  BSO ,|SK 220 B976|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10266805
001682096|Chaffey, Dave|Digital marketing|5. ed.|2012|978-0-273-74610-2|eng|cofz , text , lb08  BSO ,|QP 650 C433(5)|http://www.myilibrary.com?id=399626
001569305|Choudhry, Moorad|Fixed-income securities and derivatives handbook|2nd ed|0|978-1-57660-334-5|eng|cofz , text , lb08  BSO ,|QK 620 V549|http://proquest.tech.safaribooksonline.de/9780470911112
001639554|Cohen, Jacob|Applied multiple regression correlation analysis for the behavioral sciences|3. ed.|2003|0-8058-2223-2|eng|cofz , text , lb11  BSO ,|SK 840 C678(3)|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10110090
001547139|Cormen, Thomas H.|Introduction to algorithms|3. ed.|2009|978-0-262-03384-8|eng|cofz , text , lb12  BSO ,|ST 134 C811(3e)|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10397652
001683667|Corneo, Giacomo G.|Öffentliche Finanzen|4., überarb. Aufl.|2012|978-316-15222-3-9|ger|cofz , lb08  BSO ,|QL 300 C814(4)|http://lib.myilibrary.com/detail.asp?id=416051
001505411|Dahlheim, Werner|Geschichte der Römischen Kaiserzeit|3., überarb. und erw. Aufl.|2003|978-3-486-70127-2|ger|cofz , text , lb34  BSO ,|NB 1400 D131|http://dx.doi.org/10.1524/9783486701272
001388934|Danwitz, Thomas von|Europäisches Verwaltungsrecht||2008|978-3-540-79878-1|ger|cofz , text , lb09  BSO ,|PS 3860 D197|http://dx.doi.org/10.1007/978-3-540-79878-1
001491391|Degen, Horst|Statistik-Lehrbuch|2., bearb. Aufl.|2002|3-486-27240-3|ger|cofz , text , lb11  BSO ,|SK 800 D317|http://dx.doi.org/10.1524/9783486272406
001586086|Dethloff, Nina|Familienrecht|30., neu überarb. Aufl. / des von Günther Beitzke begr. und in der 26. und 27. Aufl. von Alexander Lüderitz bearb. Werkes|2012||ger|cofz , text , lb09  BSO ,|PD 7306 B423(30)|http://ebibliothek.beck.de/?vpath=bibdata/komm/DetHdbFam%5F30/cont/DetHdbFam.htm
001628176|Detterbeck, Steffen|Allgemeines Verwaltungsrecht|11. Aufl.|2013||ger|cofz , text , lb09  BSO ,|PN 225 D483(11)|http://ebibliothek.beck.de/?vpath=bibdata/komm/DetHdbAVerw%5F11/cont/DetHdbAVerw.htm
001388705|Deutsch, Erwin|Medizinrecht|Sechste, neu bearbeitete und erweiterte Auflage|2008|978-3-540-72468-1|ger|cofz , text , lb09  BSO ,|PN 731 D486|http://dx.doi.org/10.1007/978-3-540-72468-1
001504747|Dirlmeier, Ulf|Europa im Spätmittelalter 1215 - 1378|2. Aufl.|2009|978-3-486-70092-3|ger|cofz , text , lb34  BSO ,|NB 1600 D599|http://dx.doi.org/10.1524/9783486700923
001635600|Dreger, Christian|Ökonometrie|5., überarb. u. akt. Aufl. 2014|2014|978-383-49382-8-2|ger|cofz , text , lb08  BSO ,|QH 310 E19(5)|http://dx.doi.org/10.1007/978-3-8349-3828-2
001599032|Duchhardt, Heinz|Altes Reich und europäische Staatenwelt||1990|978-3-486-70165-4|ger|cofz , text , lb34  BSO ,|NB 1600 D829|http://dx.doi.org/10.1524/9783486701654
001526228|Dütz, Wilhelm|Arbeitsrecht|16., neu bearb. Aufl.|2011||ger|cofz , text , lb09  BSO ,|PF 250 D853(16)|http://ebibliothek.beck.de/?vpath=bibdata/komm/DueHdbArbR%5F16/cont/DueHdbArbR.htm
001628198|Dütz, Wilhelm|Arbeitsrecht|18., neu bearb. Aufl.|2013||ger|cofz , text , lb09  BSO ,|PF 250 D853(18)|http://ebibliothek.beck.de/?vpath=bibdata/komm/DueHdbArbR%5F18/cont/DueHdbArbR.htm
001627386|Eckstein, Peter P.|Klausurtraining Statistik|6., akt. u. erw. Aufl. 2013|2013|978-3-658-00028-8|ger|cofz , text , lb11  BSO ,|SK 800 E19(6)|http://dx.doi.org/10.1007/978-3-658-00028-8
001626427|Eid, Michael|Statistik und Forschungsmethoden|2. korrig. Aufl.|2011|978-3-621-27834-8|ger|cofz , text , lb03  BSO ,|CM 1000 E34(2)|http://www.content-select.com/index.php?id=bib%5Fview&ean=9783621278348
001537210|Eilam, Eldad|Reversing||2005|0-7645-7481-7|eng|cofz , text , lb12  BSO ,|ST 277 E34|http://proquest.tech.safaribooksonline.de/9780764574818
001628197|Engländer, Armin|Grundkurs StPO|8., neu bearb. Aufl.|2013|978-3-406-65223-3|ger|cofz , text , lb09  BSO ,|PH 4700 V916(8)|http://ebibliothek.beck.de/?vpath=bibdata/komm/VolHdbGKStPO%5F8/cont/VolHdbGKStPO.htm
001639166|Erichsen, Hans-Uwe|Allgemeines Verwaltungsrecht|14., neu bearb. Aufl.|2010|978-3-89949-622-2|ger|cofz , text , lb09  BSO ,|PN 225 E68(14)|http://www.degruyter.com/viewbooktoc/product/44787
001607094|Esch, Franz-Rudolf|Moderne Markenführung|4., vollständig überarbeitete und erweiterte Auflage|2005|978-3-8349-4541-9|ger|cofz , text , lb08  BSO ,|QP 624 E74 M689|http://dx.doi.org/10.1007/978-3-8349-4541-9
001361572|Ewert, Ralf|Interne Unternehmensrechnung|Siebte, überarbeitete Auflage|2008|978-3-540-77284-2|ger|cofz , text , lb08  BSO ,|QP 830 E94|http://dx.doi.org/10.1007/978-3-540-77284-2
001700049|Eysenck, Michael W.|Cognitive psychology|6. ed.|2010|978-1-84169-539-6|eng|cofz , text , lb03  BSO ,|CP 4000 E98(6)|http://site.ebrary.com/lib/unimannheim/docDetail.action?docID=10717460
001682318|Fabozzi, Frank J.|Bond markets, analysis, and strategies|8. ed., global ed.|2013|978-0-273-76613-1|eng|cofz , text , lb08  BSO ,|QK 620 F121(8)|http://www.myilibrary.com?id=523688
001600533|Fikentscher, Wolfgang|Schuldrecht|10., völlig neu bearb. Aufl.|2006|3-89949-147-5|ger|cofz , text , lb09  BSO ,|PD 3606 F477(10)|http://www.degruyter.com/viewbooktoc/product/19571
001526195|Foerste, Ulrich|Insolvenzrecht|5., überarb. u. erw. Aufl.|2010||ger|cofz , text , lb09  BSO ,|PG 570 F654|http://ebibliothek.beck.de/?vpath=bibdata/komm/FoeHdbInsO%5F5/cont/FoeHdbInsO.htm
001364706|Foscht, Thomas|Käuferverhalten|3., aktualisierte Auflage|2007|978-3-8349-9312-0|ger|cofz , text , lb08  BSO ,|QW 300 F747|http://dx.doi.org/10.1007/978-3-8349-9312-0
001623475|Foucault, Thierry|Market liquidity||2013|978-0-19-993624-3|eng|cofz , text , lb08  BSO ,|QK 626 F762(e)|http://www.oxfordscholarship.com/view/10.1093/acprof:oso/9780199936243.001.0001/acprof-9780199936243
001619580|Franz, Wolfgang|Arbeitsmarktökonomik|8., akt. u. erg. Aufl. 2013|2013|978-364-23690-2-5|ger|cofz , text , lb08  BSO ,|QC 220 F837(8)|http://dx.doi.org/10.1007/978-3-642-36902-5
001541733|Frese, Erich|Grundlagen der Organisation|10., überarbeitete und erweiterte Auflage|2012|978-3-8349-7103-6|ger|cofz , text , lb08  BSO ,|QP 340 F884|http://dx.doi.org/10.1007/978-3-8349-7103-6
001455222|Freund, Georg|Strafrecht Allgemeiner Teil|2|2009|978-3-540-79398-4|ger|cofz , text , lb09  BSO ,|PH 3000 F889|http://dx.doi.org/10.1007/978-3-540-79398-4
001627519|Fritzsche, Klaus|Grundkurs Analysis 2|2., überarbeitete und erweiterte Aufl. 2013|2013|978-3-642-37495-1|ger|cofz , text , lb11  BSO ,|SK 400 F919-2(2)|http://dx.doi.org/10.1007/978-3-642-37495-1
001547782|Fromm, Sabine|Datenanalyse mit SPSS für Fortgeschrittene 2: Multivariate Verfahren für Querschnittsdaten|2. Aufl.|2012|978-3-531-18794-5|ger|cofz , text , lb06  BSO ,|MR 2200 F932-2(2)|http://dx.doi.org/10.1007/978-3-531-18794-5
001580963|Fuchs, Maximilian|Delikts- und Schadensersatzrecht|8. Aufl. 2012|2012|978-3-642-31618-0|ger|cofz , text , lb09  BSO ,|PD 6026 F951(8)|http://dx.doi.org/10.1007/978-3-642-31618-0
001439861|Fuchs, Maximilian|Deliktsrecht|Siebte, aktualisierte und überarbeitete Auflage|2009|978-3-540-89060-7|ger|cofz , text , lb34  BSO ,|PD 6026 F951|http://dx.doi.org/10.1007/978-3-540-89060-7
001578664|Föllmer, Hans|Stochastic finance|3., rev. and extend. ed.|2011|978-3-11-021804-6|eng|cofz , text , lb11  BSO ,|SK 980 F654|http://www.degruyter.com/viewbooktoc/product/41374
001388923|Gabriel, Oscar W.|Die EU-Staaten im Vergleich|3., aktualisierte und erweiterte Auflage|2008|978-3-531-91075-8|ger|cofz , text , lb07  BSO ,|MK 5100 G118|http://dx.doi.org/10.1007/978-3-531-91075-8
001629930|Gebhardt, Hans|Europa eine Geographie||2013|978-382-74272-0-5|ger|cofz , text , lb35  BSO ,|RB 10053 G293|http://dx.doi.org/10.1007/978-3-8274-2720-5
001443508|Gehring, Uwe W.|Grundkurs Statistik für Politologen und Soziologen|5., überarbeitete Auflage|2009|978-3-531-91879-2|ger|cofz , text , lb07  BSO ,|MB 2520 G311|http://dx.doi.org/10.1007/978-3-531-91879-2
001504878|Gehrke, Hans-Joachim|Geschichte des Hellenismus|4., durchges. Aufl.|2008|978-3-486-70098-5|ger|cofz , text , lb34  BSO ,|NB 1400 G311|http://dx.doi.org/10.1524/9783486700985
001638802|Geißler, Rainer|Die Sozialstruktur Deutschlands|7., grundlegend überarb. Aufl. 2014|2014|978-353-11915-1-5|ger|cofz , text , lb06  BSO ,|MS 1204 G313(7)|http://dx.doi.org/10.1007/978-3-531-19151-5
001545115|Gilovich, Thomas|Social psychology|2. ed., international student edition|2011|978-0-393-93258-4|eng|cofz , text , lb03  BSO ,|CV 1000 G488|
001599302|Goertz, Hans-Jürgen|Religiöse Bewegungen in der Frühen Neuzeit||1993|978-3-486-70197-5|ger|cofz , text , mteo , lb34  BSO ,|NB 1600 G597|http://dx.doi.org/10.1524/9783486701975
001384860|Gropp, Walter|Strafrecht Allgemeiner Teil|Dritte, überarbeitete und erweiterte Auflage|2005|978-3-540-28852-7|ger|cofz , text , lb09  BSO ,|PH 3000 G876(3)|http://dx.doi.org/10.1007/3-540-28852-X
001526135|Grunewald, Barbara|Bürgerliches Recht|8., völl. neu bearb. Aufl.|2009||ger|cofz , text , lb09  BSO ,|PD 2700 G891(8)|http://ebibliothek.beck.de/Default.aspx?vpath=bibdata/komm/GruHdbBGB%5F8/cont/GruHdbBGB.htm
001638093|Grunewald, Barbara|Einführung in das Kapitalmarktrecht|3. Aufl.|2014||ger|cofz , text , lb09  BSO ,|PE 610 G891(3)|http://ebibliothek.beck.de/?vpath=bibdata/komm/GrSchHdbKap%5F3/cont/GrSchHdbKap.htm
001563958|Gröne, Maximilian|Italienische Literaturwissenschaft|2., aktualisierte Aufl.|2012|978-3-8233-6699-7|ger|cofz , text , lb30  BSO ,|IT 1000 G874|http://www.digicontent.narr.de/17699/9783823376996.pdf
001419942|Gröne, Maximilian|Spanische Literaturwissenschaft||2009|978-3-8233-6475-7|ger|cofz , text , lb30  BSO ,||http://www.narr.de/bib/17475/9783823374756.pdf
001555515|Gusy, Christoph|Polizei- und Ordnungsrecht|8., vollst. überarb. und aktualisierte Aufl.|2011|978-3-16-150994-0|ger|cofz , text , lb09  BSO ,|PN 355 G982(8)|http://www.myilibrary.com?id=351563
